VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,election_zone_code,total_election_votes,eligible_voters_election,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,recall_valid_votes,recall_invalid_votes,recall_eligible_voters,recall_turnout_rate,recall_case,candidate_1_name,candidate_1_number,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_number,candidate_2_party,candidate_2_votes,candidate_3_name,candidate_3_number,candidate_3_party,candidate_3_votes,candidate_4_name,candidate_4_number,candidate_4_party,candidate_4_votes,candidate_5_name,candidate_5_number,candidate_5_party,candidate_5_votes,candidate_6_name,candidate_6_number,candidate_6_party,candidate_6_votes,candidate_7_name,candidate_7_number,candidate_7_party,candidate_7_votes,candidate_8_name,candidate_8_number,candidate_8_party,candidate_8_votes
10017040025,基隆市,仁愛區,明德里,基隆市第01選區,1001701,464,646,林沛祥,中國國民黨,205,139,208,347,1,621,56.04,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,4,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,13,王醒之,4,無黨籍及未經政黨推薦,72,林沛祥,5,中國國民黨,205,鄭文婷,6,民主進步黨,169,,,,,,,,
10017040026,基隆市,仁愛區,同風里,基隆市第01選區,1001701,378,559,鄭文婷,民主進步黨,168,141,149,290,3,539,54.36,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,2,黃傑陽,2,無黨籍及未經政黨推薦,0,謝海菁,3,小民參政歐巴桑聯盟,12,王醒之,4,無黨籍及未經政黨推薦,62,林沛祥,5,中國國民黨,134,鄭文婷,6,民主進步黨,168,,,,,,,,
10017040027,基隆市,仁愛區,文昌里,基隆市第01選區,1001701,489,684,鄭文婷,民主進步黨,272,237,174,411,1,670,61.49,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,7,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,9,王醒之,4,無黨籍及未經政黨推薦,57,林沛祥,5,中國國民黨,143,鄭文婷,6,民主進步黨,272,,,,,,,,
10017040028,基隆市,仁愛區,新店里,基隆市第01選區,1001701,400,531,鄭文婷,民主進步黨,173,154,148,302,1,500,60.6,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,3,黃傑陽,2,無黨籍及未經政黨推薦,2,謝海菁,3,小民參政歐巴桑聯盟,11,王醒之,4,無黨籍及未經政黨推薦,56,林沛祥,5,中國國民黨,155,鄭文婷,6,民主進步黨,173,,,,,,,,
10017040029,基隆市,仁愛區,光華里,基隆市第01選區,1001701,1583,2446,鄭文婷,民主進步黨,647,575,690,1265,3,2421,52.38,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,16,黃傑陽,2,無黨籍及未經政黨推薦,5,謝海菁,3,小民參政歐巴桑聯盟,44,王醒之,4,無黨籍及未經政黨推薦,235,林沛祥,5,中國國民黨,636,鄭文婷,6,民主進步黨,647,,,,,,,,
10017050001,基隆市,中山區,新建里,基隆市第01選區,1001701,511,737,林沛祥,中國國民黨,211,186,209,395,1,726,54.55,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,2,黃傑陽,2,無黨籍及未經政黨推薦,4,謝海菁,3,小民參政歐巴桑聯盟,15,王醒之,4,無黨籍及未經政黨推薦,82,林沛祥,5,中國國民黨,211,鄭文婷,6,民主進步黨,197,,,,,,,,
10017050002,基隆市,中山區,安民里,基隆市第01選區,1001701,706,953,林沛祥,中國國民黨,293,233,305,538,5,956,56.8,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,8,黃傑陽,2,無黨籍及未經政黨推薦,2,謝海菁,3,小民參政歐巴桑聯盟,31,王醒之,4,無黨籍及未經政黨推薦,119,林沛祥,5,中國國民黨,293,鄭文婷,6,民主進步黨,253,,,,,,,,
10017050003,基隆市,中山區,安平里,基隆市第01選區,1001701,508,708,鄭文婷,民主進步黨,204,192,201,393,2,659,59.94,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,6,黃傑陽,2,無黨籍及未經政黨推薦,4,謝海菁,3,小民參政歐巴桑聯盟,15,王醒之,4,無黨籍及未經政黨推薦,85,林沛祥,5,中國國民黨,194,鄭文婷,6,民主進步黨,204,,,,,,,,
10017050004,基隆市,中山區,中山里,基隆市第01選區,1001701,625,908,鄭文婷,民主進步黨,280,1824,1805,3629,17,6880,52.99,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,4,黃傑陽,2,無黨籍及未經政黨推薦,4,謝海菁,3,小民參政歐巴桑聯盟,29,王醒之,4,無黨籍及未經政黨推薦,101,林沛祥,5,中國國民黨,207,鄭文婷,6,民主進步黨,280,,,,,,,,
10017050005,基隆市,中山區,民治里,基隆市第01選區,1001701,511,729,林沛祥,中國國民黨,235,169,261,430,3,720,60.14,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,9,黃傑陽,2,無黨籍及未經政黨推薦,2,謝海菁,3,小民參政歐巴桑聯盟,23,王醒之,4,無黨籍及未經政黨推薦,72,林沛祥,5,中國國民黨,235,鄭文婷,6,民主進步黨,170,,,,,,,,
10017050006,基隆市,中山區,中興里,基隆市第01選區,1001701,819,1155,林沛祥,中國國民黨,395,265,380,645,3,1128,57.45,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,8,黃傑陽,2,無黨籍及未經政黨推薦,10,謝海菁,3,小民參政歐巴桑聯盟,23,王醒之,4,無黨籍及未經政黨推薦,123,林沛祥,5,中國國民黨,395,鄭文婷,6,民主進步黨,260,,,,,,,,
10017050007,基隆市,中山區,仁正里,基隆市第01選區,1001701,480,674,林沛祥,中國國民黨,224,123,231,354,1,661,53.71,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,3,黃傑陽,2,無黨籍及未經政黨推薦,5,謝海菁,3,小民參政歐巴桑聯盟,26,王醒之,4,無黨籍及未經政黨推薦,75,林沛祥,5,中國國民黨,224,鄭文婷,6,民主進步黨,147,,,,,,,,
10017050008,基隆市,中山區,健民里,基隆市第01選區,1001701,720,1074,林沛祥,中國國民黨,286,246,325,571,6,1047,55.11,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,9,黃傑陽,2,無黨籍及未經政黨推薦,6,謝海菁,3,小民參政歐巴桑聯盟,23,王醒之,4,無黨籍及未經政黨推薦,119,林沛祥,5,中國國民黨,286,鄭文婷,6,民主進步黨,277,,,,,,,,
10017050009,基隆市,中山區,通化里,基隆市第01選區,1001701,628,924,林沛祥,中國國民黨,326,154,283,437,4,885,49.83,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,12,黃傑陽,2,無黨籍及未經政黨推薦,3,謝海菁,3,小民參政歐巴桑聯盟,20,王醒之,4,無黨籍及未經政黨推薦,83,林沛祥,5,中國國民黨,326,鄭文婷,6,民主進步黨,184,,,,,,,,
10017050010,基隆市,中山區,居仁里,基隆市第01選區,1001701,771,1183,林沛祥,中國國民黨,346,201,381,582,3,1160,50.43,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,12,黃傑陽,2,無黨籍及未經政黨推薦,10,謝海菁,3,小民參政歐巴桑聯盟,20,王醒之,4,無黨籍及未經政黨推薦,131,林沛祥,5,中國國民黨,346,鄭文婷,6,民主進步黨,252,,,,,,,,
10017050011,基隆市,中山區,通明里,基隆市第01選區,1001701,1091,1584,林沛祥,中國國民黨,467,348,444,792,2,1519,52.27,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,11,黃傑陽,2,無黨籍及未經政黨推薦,8,謝海菁,3,小民參政歐巴桑聯盟,40,王醒之,4,無黨籍及未經政黨推薦,167,林沛祥,5,中國國民黨,467,鄭文婷,6,民主進步黨,398,,,,,,,,
10017050012,基隆市,中山區,協和里,基隆市第01選區,1001701,960,1406,林沛祥,中國國民黨,404,299,405,704,5,1332,53.23,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,17,黃傑陽,2,無黨籍及未經政黨推薦,7,謝海菁,3,小民參政歐巴桑聯盟,46,王醒之,4,無黨籍及未經政黨推薦,149,林沛祥,5,中國國民黨,404,鄭文婷,6,民主進步黨,337,,,,,,,,
10017050013,基隆市,中山區,文化里,基隆市第01選區,1001701,642,1194,林沛祥,中國國民黨,284,181,283,464,1,1245,37.35,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,9,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,36,王醒之,4,無黨籍及未經政黨推薦,106,林沛祥,5,中國國民黨,284,鄭文婷,6,民主進步黨,206,,,,,,,,
10017050014,基隆市,中山區,仙洞里,基隆市第01選區,1001701,349,521,林沛祥,中國國民黨,153,102,140,242,2,477,51.15,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,3,黃傑陽,2,無黨籍及未經政黨推薦,3,謝海菁,3,小民參政歐巴桑聯盟,6,王醒之,4,無黨籍及未經政黨推薦,56,林沛祥,5,中國國民黨,153,鄭文婷,6,民主進步黨,128,,,,,,,,
10017050015,基隆市,中山區,太白里,基隆市第01選區,1001701,508,790,林沛祥,中國國民黨,215,153,237,390,5,737,53.6,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,7,黃傑陽,2,無黨籍及未經政黨推薦,2,謝海菁,3,小民參政歐巴桑聯盟,20,王醒之,4,無黨籍及未經政黨推薦,84,林沛祥,5,中國國民黨,215,鄭文婷,6,民主進步黨,180,,,,,,,,
10017050016,基隆市,中山區,西榮里,基隆市第01選區,1001701,429,627,鄭文婷,民主進步黨,172,160,162,322,1,595,54.29,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,5,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,19,王醒之,4,無黨籍及未經政黨推薦,73,林沛祥,5,中國國民黨,159,鄭文婷,6,民主進步黨,172,,,,,,,,
10017050017,基隆市,中山區,西華里,基隆市第01選區,1001701,530,752,林沛祥,中國國民黨,232,196,211,407,1,740,55.14,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,4,黃傑陽,2,無黨籍及未經政黨推薦,7,謝海菁,3,小民參政歐巴桑聯盟,11,王醒之,4,無黨籍及未經政黨推薦,74,林沛祥,5,中國國民黨,232,鄭文婷,6,民主進步黨,202,,,,,,,,
10017050018,基隆市,中山區,西定里,基隆市第01選區,1001701,583,834,林沛祥,中國國民黨,253,176,250,426,2,810,52.84,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,4,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,28,王醒之,4,無黨籍及未經政黨推薦,80,林沛祥,5,中國國民黨,253,鄭文婷,6,民主進步黨,217,,,,,,,,
10017050019,基隆市,中山區,西康里,基隆市第01選區,1001701,920,1451,林沛祥,中國國民黨,371,312,414,726,5,1426,51.26,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,13,黃傑陽,2,無黨籍及未經政黨推薦,6,謝海菁,3,小民參政歐巴桑聯盟,30,王醒之,4,無黨籍及未經政黨推薦,147,林沛祥,5,中國國民黨,371,鄭文婷,6,民主進步黨,353,,,,,,,,
10017050020,基隆市,中山區,德和里,基隆市第01選區,1001701,4293,5855,林沛祥,中國國民黨,2008,1411,2376,3787,19,6899,55.17,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,38,黃傑陽,2,無黨籍及未經政黨推薦,34,謝海菁,3,小民參政歐巴桑聯盟,152,王醒之,4,無黨籍及未經政黨推薦,762,林沛祥,5,中國國民黨,2008,鄭文婷,6,民主進步黨,1299,,,,,,,,
10017050021,基隆市,中山區,中和里,基隆市第01選區,1001701,3497,5215,林沛祥,中國國民黨,1628,996,1659,2655,16,5234,51.03,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,49,黃傑陽,2,無黨籍及未經政黨推薦,20,謝海菁,3,小民參政歐巴桑聯盟,137,王醒之,4,無黨籍及未經政黨推薦,604,林沛祥,5,中國國民黨,1628,鄭文婷,6,民主進步黨,1059,,,,,,,,
10017050022,基隆市,中山區,德安里,基隆市第01選區,1001701,2551,3666,林沛祥,中國國民黨,1115,812,1095,1907,13,3598,53.36,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,31,黃傑陽,2,無黨籍及未經政黨推薦,15,謝海菁,3,小民參政歐巴桑聯盟,106,王醒之,4,無黨籍及未經政黨推薦,392,林沛祥,5,中國國民黨,1115,鄭文婷,6,民主進步黨,892,,,,,,,,
10017050023,基隆市,中山區,和平里,基隆市第01選區,1001701,310,417,林沛祥,中國國民黨,170,81,163,244,1,409,59.9,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,3,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,10,王醒之,4,無黨籍及未經政黨推薦,43,林沛祥,5,中國國民黨,170,鄭文婷,6,民主進步黨,83,,,,,,,,
10017050024,基隆市,中山區,和慶里,基隆市第01選區,1001701,3999,6193,林沛祥,中國國民黨,1629,1203,1720,2923,23,6192,47.58,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,54,黃傑陽,2,無黨籍及未經政黨推薦,24,謝海菁,3,小民參政歐巴桑聯盟,195,王醒之,4,無黨籍及未經政黨推薦,698,林沛祥,5,中國國民黨,1629,鄭文婷,6,民主進步黨,1399,,,,,,,,
10017060001,基隆市,安樂區,西川里,基隆市第01選區,1001701,730,1116,林沛祥,中國國民黨,387,216,334,550,3,1107,49.95,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,15,黃傑陽,2,無黨籍及未經政黨推薦,10,謝海菁,3,小民參政歐巴桑聯盟,34,王醒之,4,無黨籍及未經政黨推薦,67,林沛祥,5,中國國民黨,387,鄭文婷,6,民主進步黨,217,,,,,,,,
10017060002,基隆市,安樂區,定國里,基隆市第01選區,1001701,626,941,林沛祥,中國國民黨,271,225,275,500,3,934,53.85,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,9,黃傑陽,2,無黨籍及未經政黨推薦,3,謝海菁,3,小民參政歐巴桑聯盟,22,王醒之,4,無黨籍及未經政黨推薦,80,林沛祥,5,中國國民黨,271,鄭文婷,6,民主進步黨,241,,,,,,,,
10017060003,基隆市,安樂區,新西里,基隆市第01選區,1001701,838,1234,林沛祥,中國國民黨,369,232,349,581,3,1203,48.55,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,9,黃傑陽,2,無黨籍及未經政黨推薦,6,謝海菁,3,小民參政歐巴桑聯盟,38,王醒之,4,無黨籍及未經政黨推薦,122,林沛祥,5,中國國民黨,369,鄭文婷,6,民主進步黨,294,,,,,,,,
10017060004,基隆市,安樂區,定邦里,基隆市第01選區,1001701,671,922,林沛祥,中國國民黨,307,228,296,524,1,900,58.33,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,5,黃傑陽,2,無黨籍及未經政黨推薦,1,謝海菁,3,小民參政歐巴桑聯盟,18,王醒之,4,無黨籍及未經政黨推薦,93,林沛祥,5,中國國民黨,307,鄭文婷,6,民主進步黨,247,,,,,,,,
10017060005,基隆市,安樂區,慈仁里,基隆市第01選區,1001701,567,805,鄭文婷,民主進步黨,249,240,170,410,2,783,52.62,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,3,黃傑陽,2,無黨籍及未經政黨推薦,4,謝海菁,3,小民參政歐巴桑聯盟,16,王醒之,4,無黨籍及未經政黨推薦,90,林沛祥,5,中國國民黨,205,鄭文婷,6,民主進步黨,249,,,,,,,,
10017060006,基隆市,安樂區,干城里,基隆市第01選區,1001701,1234,1887,林沛祥,中國國民黨,582,363,537,900,6,1792,50.56,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,13,黃傑陽,2,無黨籍及未經政黨推薦,9,謝海菁,3,小民參政歐巴桑聯盟,45,王醒之,4,無黨籍及未經政黨推薦,150,林沛祥,5,中國國民黨,582,鄭文婷,6,民主進步黨,435,,,,,,,,
10017060007,基隆市,安樂區,永康里,基隆市第01選區,1001701,1193,1780,林沛祥,中國國民黨,510,387,491,878,5,1740,50.75,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,16,黃傑陽,2,無黨籍及未經政黨推薦,13,謝海菁,3,小民參政歐巴桑聯盟,38,王醒之,4,無黨籍及未經政黨推薦,179,林沛祥,5,中國國民黨,510,鄭文婷,6,民主進步黨,437,,,,,,,,
10017060008,基隆市,安樂區,嘉仁里,基隆市第01選區,1001701,2052,2984,林沛祥,中國國民黨,872,706,831,1537,7,2889,53.44,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,19,黃傑陽,2,無黨籍及未經政黨推薦,19,謝海菁,3,小民參政歐巴桑聯盟,67,王醒之,4,無黨籍及未經政黨推薦,283,林沛祥,5,中國國民黨,872,鄭文婷,6,民主進步黨,792,,,,,,,,
10017060009,基隆市,安樂區,安和里,基隆市第01選區,1001701,580,795,鄭文婷,民主進步黨,262,235,199,434,3,777,56.24,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,4,黃傑陽,2,無黨籍及未經政黨推薦,8,謝海菁,3,小民參政歐巴桑聯盟,27,王醒之,4,無黨籍及未經政黨推薦,71,林沛祥,5,中國國民黨,208,鄭文婷,6,民主進步黨,262,,,,,,,,
10017060010,基隆市,安樂區,樂一里,基隆市第01選區,1001701,442,621,鄭文婷,民主進步黨,167,162,158,320,2,591,54.48,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,4,黃傑陽,2,無黨籍及未經政黨推薦,3,謝海菁,3,小民參政歐巴桑聯盟,18,王醒之,4,無黨籍及未經政黨推薦,85,林沛祥,5,中國國民黨,165,鄭文婷,6,民主進步黨,167,,,,,,,,
10017060011,基隆市,安樂區,外寮里,基隆市第01選區,1001701,2486,3664,林沛祥,中國國民黨,1298,719,1160,1879,10,3687,51.23,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,14,黃傑陽,2,無黨籍及未經政黨推薦,14,謝海菁,3,小民參政歐巴桑聯盟,105,王醒之,4,無黨籍及未經政黨推薦,259,林沛祥,5,中國國民黨,1298,鄭文婷,6,民主進步黨,796,,,,,,,,
10017060012,基隆市,安樂區,中崙里,基隆市第01選區,1001701,1152,1648,林沛祥,中國國民黨,576,347,525,872,2,1652,52.91,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,10,黃傑陽,2,無黨籍及未經政黨推薦,5,謝海菁,3,小民參政歐巴桑聯盟,40,王醒之,4,無黨籍及未經政黨推薦,162,林沛祥,5,中國國民黨,576,鄭文婷,6,民主進步黨,359,,,,,,,,
10017060013,基隆市,安樂區,內寮里,基隆市第01選區,1001701,3601,5233,林沛祥,中國國民黨,1794,1077,1580,2657,13,5277,50.6,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,30,黃傑陽,2,無黨籍及未經政黨推薦,26,謝海菁,3,小民參政歐巴桑聯盟,139,王醒之,4,無黨籍及未經政黨推薦,400,林沛祥,5,中國國民黨,1794,鄭文婷,6,民主進步黨,1212,,,,,,,,
10017060014,基隆市,安樂區,新崙里,基隆市第01選區,1001701,2699,3847,林沛祥,中國國民黨,1385,800,1279,2079,8,3921,53.23,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,18,黃傑陽,2,無黨籍及未經政黨推薦,12,謝海菁,3,小民參政歐巴桑聯盟,100,王醒之,4,無黨籍及未經政黨推薦,339,林沛祥,5,中國國民黨,1385,鄭文婷,6,民主進步黨,845,,,,,,,,
10017060015,基隆市,安樂區,三民里,基隆市第01選區,1001701,1583,2289,林沛祥,中國國民黨,826,494,758,1252,5,2239,56.14,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,14,黃傑陽,2,無黨籍及未經政黨推薦,5,謝海菁,3,小民參政歐巴桑聯盟,49,王醒之,4,無黨籍及未經政黨推薦,187,林沛祥,5,中國國民黨,826,鄭文婷,6,民主進步黨,502,,,,,,,,
10017060016,基隆市,安樂區,四維里,基隆市第01選區,1001701,3377,4428,林沛祥,中國國民黨,1724,1055,1644,2699,13,4329,62.65,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,25,黃傑陽,2,無黨籍及未經政黨推薦,7,謝海菁,3,小民參政歐巴桑聯盟,133,王醒之,4,無黨籍及未經政黨推薦,478,林沛祥,5,中國國民黨,1724,鄭文婷,6,民主進步黨,1010,,,,,,,,
10017060017,基隆市,安樂區,五福里,基隆市第01選區,1001701,2274,3211,林沛祥,中國國民黨,1158,660,1099,1759,9,3116,56.74,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,16,黃傑陽,2,無黨籍及未經政黨推薦,6,謝海菁,3,小民參政歐巴桑聯盟,75,王醒之,4,無黨籍及未經政黨推薦,280,林沛祥,5,中國國民黨,1158,鄭文婷,6,民主進步黨,739,,,,,,,,
10017060018,基隆市,安樂區,六合里,基隆市第01選區,1001701,2670,3694,林沛祥,中國國民黨,1435,767,1383,2150,13,3590,60.25,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,19,黃傑陽,2,無黨籍及未經政黨推薦,17,謝海菁,3,小民參政歐巴桑聯盟,88,王醒之,4,無黨籍及未經政黨推薦,357,林沛祥,5,中國國民黨,1435,鄭文婷,6,民主進步黨,754,,,,,,,,
10017060019,基隆市,安樂區,七賢里,基隆市第01選區,1001701,1583,2250,林沛祥,中國國民黨,735,499,665,1164,5,2155,54.25,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,11,黃傑陽,2,無黨籍及未經政黨推薦,10,謝海菁,3,小民參政歐巴桑聯盟,55,王醒之,4,無黨籍及未經政黨推薦,187,林沛祥,5,中國國民黨,735,鄭文婷,6,民主進步黨,585,,,,,,,,
10017060020,基隆市,安樂區,鶯歌里,基隆市第01選區,1001701,1650,2597,林沛祥,中國國民黨,841,478,795,1273,5,2595,49.25,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,11,黃傑陽,2,無黨籍及未經政黨推薦,13,謝海菁,3,小民參政歐巴桑聯盟,66,王醒之,4,無黨籍及未經政黨推薦,184,林沛祥,5,中國國民黨,841,鄭文婷,6,民主進步黨,535,,,,,,,,
10017060021,基隆市,安樂區,武崙里,基隆市第01選區,1001701,3477,4768,林沛祥,中國國民黨,1903,1062,1714,2776,16,4944,56.47,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,27,黃傑陽,2,無黨籍及未經政黨推薦,13,謝海菁,3,小民參政歐巴桑聯盟,104,王醒之,4,無黨籍及未經政黨推薦,402,林沛祥,5,中國國民黨,1903,鄭文婷,6,民主進步黨,1028,,,,,,,,
10017060022,基隆市,安樂區,長樂里,基隆市第01選區,1001701,2431,3205,林沛祥,中國國民黨,1381,673,1300,1973,8,3201,61.89,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,16,黃傑陽,2,無黨籍及未經政黨推薦,4,謝海菁,3,小民參政歐巴桑聯盟,97,王醒之,4,無黨籍及未經政黨推薦,272,林沛祥,5,中國國民黨,1381,鄭文婷,6,民主進步黨,661,,,,,,,,
10017060023,基隆市,安樂區,興寮里,基隆市第01選區,1001701,3075,4492,林沛祥,中國國民黨,1598,931,1442,2373,9,4594,51.85,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,20,黃傑陽,2,無黨籍及未經政黨推薦,15,謝海菁,3,小民參政歐巴桑聯盟,107,王醒之,4,無黨籍及未經政黨推薦,376,林沛祥,5,中國國民黨,1598,鄭文婷,6,民主進步黨,959,,,,,,,,
10017060024,基隆市,安樂區,鶯安里,基隆市第01選區,1001701,3716,5028,林沛祥,中國國民黨,2218,1084,2045,3129,20,5330,59.08,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,23,黃傑陽,2,無黨籍及未經政黨推薦,7,謝海菁,3,小民參政歐巴桑聯盟,106,王醒之,4,無黨籍及未經政黨推薦,420,林沛祥,5,中國國民黨,2218,鄭文婷,6,民主進步黨,942,,,,,,,,
10017060025,基隆市,安樂區,壯觀里,基隆市第01選區,1001701,3119,4192,林沛祥,中國國民黨,1664,861,1568,2429,10,4271,57.11,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,26,黃傑陽,2,無黨籍及未經政黨推薦,15,謝海菁,3,小民參政歐巴桑聯盟,117,王醒之,4,無黨籍及未經政黨推薦,440,林沛祥,5,中國國民黨,1664,鄭文婷,6,民主進步黨,857,,,,,,,,
10017070001,基隆市,信義區,仁壽里,基隆市第01選區,1001701,718,967,林沛祥,中國國民黨,323,218,319,537,2,935,57.65,第11屆立法委員(基隆市選舉區)林沛祥罷免案各投開票所投開票結果表,邱紹祐,1,家庭基本收入,6,黃傑陽,2,無黨籍及未經政黨推薦,9,謝海菁,3,小民參政歐巴桑聯盟,21,王醒之,4,無黨籍及未經政黨推薦,141,林沛祥,5,中國國民黨,323,鄭文婷,6,民主進步黨,218,,,,,,,,
